category,job_title,Text,experience_years,skills,education
DevOps Engineers Resumes,Site Reliability Engineer,"Principal/Leadership Site Reliability Engineer with 16.1+ years of experience in DevOps Engineers.. Proven expertise in Ansible, Docker, Nginx, Bash, Linux and ELK Stack.. Educated with Bachelor's in Electrical Engineering from Harvard.. Previously worked at Twitter where I architected enterprise-level solutions.. Directed technology roadmap for 6 product portfolios. Established engineering culture and processes across global teams. Advised C-suite on technology strategy and digital transformation initiatives. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Linux.",16.1,"Bash, Nginx, Python, Linux",PhD in Computer Science
Python Developers/Data Engineers Resumes,Python Developer,"Principal/Leadership Python Developer with 16.6+ years of experience in Python Developers/Data Engineers.. Proven expertise in ETL, MongoDB, Dask, SQL, Docker, PostgreSQL and Data Pipelines.. Educated with Self-taught from Harvard.. Previously worked at Shopify where I managed scalable solutions.. Built and managed 24 person engineering organization. Directed technology roadmap for 6 product portfolios. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in SQL.",16.6,"Docker, PostgreSQL, NumPy, Airflow",PhD in Computer Science
Full Stack Developers Resumes,Java Full Stack Developer,"Junior To Mid-Level Java Full Stack Developer with 3.9+ years of experience in Full Stack Developers.. Proven expertise in Node.js, Git, MongoDB, CI/CD, REST APIs and React.. Educated with Bachelor's in Business Administration from Stanford.. Previously worked at Amazon where I implemented customer-facing solutions.. Successfully delivered 6 projects using React and MongoDB. Collaborated with cross-functional teams on 6 major initiatives. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in CI/CD.",3.9,"Docker, Git, PostgreSQL, React, Redis, CI/CD, AWS",Bachelor's in Software Engineering
Frontend Developers Resumes,Vue.js Developer,"Entry-Level Vue.js Developer with 0.6+ years of experience in Frontend Developers.. Proven expertise in REST APIs, Vue.js, HTML5, Sass, Responsive Design and TypeScript.. Educated with Bachelor's in Mathematics from Carnegie Mellon.. Previously worked at Square where I managed scalable solutions.. Contributed to agile development team delivering 5 features. Completed 3 internships gaining practical industry experience. Developed 3 applications using Sass and REST APIs. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Sass.",0.6,"Webpack, React, Cypress, Storybook, Angular, TypeScript, REST APIs",Master's in Information Systems
Data Analysts Resumes,Business Intelligence Analyst,"Mid-Level Business Intelligence Analyst with 5.1+ years of experience in Data Analysts.. Proven expertise in Power BI, SQL, Python, NumPy and Machine Learning.. Educated with Self-taught from Georgia Tech.. Previously worked at Dropbox where I managed high-availability solutions.. Reduced deployment time by 45% through CI/CD pipeline optimization. Managed technical debt reduction initiatives saving 149 developer hours monthly. Led development of 3 high-impact features serving 87836+ users. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Machine Learning.",5.1,"Statistics, NumPy, Data Visualization, A/B Testing, Pandas, Power BI, Excel",Master's in Information Systems
Mobile Developers Resumes,Mobile App Developer,"Junior To Mid-Level Mobile App Developer with 3.4+ years of experience in Mobile Developers.. Proven expertise in Flutter, Git, Firebase, Google Play, Swift and Mobile UI/UX.. Educated with Master's in Computer Science from Harvard.. Previously worked at Accenture where I managed mission-critical solutions.. Successfully delivered 12 projects using Swift and Firebase. Implemented automated testing resulting in 40% reduction in bugs. Collaborated with cross-functional teams on 5 major initiatives. Improved system performance by 17% through optimization. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Flutter.",3.4,"Kotlin, GraphQL, Mobile UI/UX, Git",Self-taught
Python Developers/Data Engineers Resumes,Machine Learning Engineer,"Principal/Leadership Machine Learning Engineer with 8.2+ years of experience in Python Developers/Data Engineers.. Proven expertise in Kafka, Spark, PostgreSQL, Deep Learning, MongoDB and SQL.. Educated with Master's in Information Systems from Cambridge.. Previously worked at Citigroup where I led mission-critical solutions.. Advised C-suite on technology strategy and digital transformation initiatives. Built and managed 18 person engineering organization. Drove 43% revenue growth through technical innovation. Established engineering culture and processes across global teams. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in MongoDB.",8.2,"Python, PyTorch, Airflow, Kafka",Bachelor's in Mathematics
Data Analysts Resumes,Analytics Engineer,"Mid-Level Analytics Engineer with 4.2+ years of experience in Data Analysts.. Proven expertise in R, A/B Testing, Machine Learning, Data Visualization and Data Analysis.. Educated with Master's in Artificial Intelligence from Cambridge.. Previously worked at Amazon where I led high-availability solutions.. Architected scalable solutions using Machine Learning and A/B Testing. Mentored 2 junior developers and conducted code reviews. Managed technical debt reduction initiatives saving 174 developer hours monthly. Reduced deployment time by 33% through CI/CD pipeline optimization. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Data Visualization.",4.2,"Excel, Dashboard Creation, Tableau, ETL, R, SQL",Bachelor's in Electrical Engineering
Python Developers/Data Engineers Resumes,Data Engineer,"Senior Data Engineer with 7.7+ years of experience in Python Developers/Data Engineers.. Proven expertise in Spark, Airflow, PyTorch, MongoDB and ETL.. Educated with Bachelor's in Software Engineering from Georgia Tech.. Previously worked at Slack where I architected mission-critical solutions.. Architected and led implementation of microservices handling 2M daily requests. Led team of 5 engineers delivering critical business solutions. Drove technical strategy resulting in 23% increase in team velocity. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Airflow.",7.7,"NumPy, Deep Learning, Kafka, TensorFlow, PostgreSQL, Spark",Bachelor's in Information Technology
Full Stack Developers Resumes,MEAN Stack Developer,"Mid-Level MEAN Stack Developer with 5.3+ years of experience in Full Stack Developers.. Proven expertise in Git, AWS, React, MongoDB, ElasticSearch and REST APIs.. Educated with Bachelor's in Computer Science from University of Michigan.. Previously worked at Airbnb where I managed enterprise-level solutions.. Mentored 4 junior developers and conducted code reviews. Managed technical debt reduction initiatives saving 171 developer hours monthly. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in AWS.",5.3,"JavaScript, ElasticSearch, MongoDB, AWS, Java, Microservices, GraphQL, REST APIs",Master's in Information Systems
Python Developers/Data Engineers Resumes,Machine Learning Engineer,"Entry-Level Machine Learning Engineer with 1.3+ years of experience in Python Developers/Data Engineers.. Proven expertise in NumPy, TensorFlow, Deep Learning, Kafka, Airflow, Dask and Docker.. Educated with Bachelor's in Mathematics from UC Berkeley.. Previously worked at Wipro where I managed mission-critical solutions.. Contributed to agile development team delivering 7 features. Completed 2 internships gaining practical industry experience. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in NumPy.",1.3,"SQL, ETL, Data Pipelines, Kafka, Redis, Airflow, Docker, Dask",Bachelor's in Electrical Engineering
Full Stack Developers Resumes,Java Full Stack Developer,"Mid-Level Java Full Stack Developer with 5.1+ years of experience in Full Stack Developers.. Proven expertise in Spring Boot, MongoDB, PostgreSQL and Node.js.. Educated with Master's in Information Systems from Cambridge.. Previously worked at Adobe where I managed enterprise-level solutions.. Architected scalable solutions using Node.js and MongoDB. Managed technical debt reduction initiatives saving 116 developer hours monthly. Mentored 3 junior developers and conducted code reviews. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in MongoDB.",5.1,"MongoDB, AWS, Redis, Spring Boot, GraphQL, Python, Docker, PostgreSQL",Bachelor's in Software Engineering
Python Developers/Data Engineers Resumes,Data Engineer,"Junior To Mid-Level Data Engineer with 2.6+ years of experience in Python Developers/Data Engineers.. Proven expertise in Dask, Deep Learning, Pandas and Data Pipelines.. Educated with Bachelor's in Information Technology from Oxford.. Previously worked at Dropbox where I architected scalable solutions.. Collaborated with cross-functional teams on 5 major initiatives. Implemented automated testing resulting in 25% reduction in bugs. Improved system performance by 29% through optimization. Successfully delivered 7 projects using Deep Learning and Pandas. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Deep Learning.",2.6,"Spark, PyTorch, MongoDB, AWS, TensorFlow, Pandas",Bachelor's in Software Engineering
